id,juId,content,poetId,poetName,poetryId,poetryName
1525,1566,尽做旧愁都忘却，新愁何处着？,414,王庭筠,71225,谒金门·双喜鹊
1526,1567,向露冷风清，无人处，耿耿寒漏咽。,164,周邦彦,50948,浪淘沙慢·晓阴重
1527,1568,须愁春漏短，莫诉金杯满。,622,韦庄,71059,菩萨蛮·劝君今夜须沉醉
1528,1569,谁道投鞭飞渡，忆昔鸣髇血污，风雨佛狸愁。,217,辛弃疾,57538,水调歌头·舟次扬州和人韵
1529,1571,昨夜更阑酒醒，春愁过却病。,332,李璟,47049,应天长·一钩初月临妆镜
1530,1572,香帏风动花入楼，高调鸣筝缓夜愁。,437,王昌龄,6441,青楼怨
1531,1573,半死梧桐老病身，重泉一念一伤神。,665,白居易,21833,为薛台悼亡
1532,1574,黄昏院落，凄凄惶惶，酒醒时往事愁肠。,536,李清照,71346,行香子·天与秋光
1533,1575,终然独不见，流泪空自知。,247,李白,7768,独不见
1534,1576,立尽黄昏泪几行，一片鸦啼月。,526,夏完淳,70706,卜算子·秋色到空闺
1535,1577,明月，明月，胡笳一声愁绝。,286,戴叔伦,47080,调笑令·边草
1536,1578,尊前只恐伤郎意，阁泪汪汪不敢垂。,168,夏竦,65072,鹧鸪天·镇日无心扫黛眉
1537,1579,唤起两眸清炯炯。泪花落枕红棉冷。,164,周邦彦,51033,蝶恋花·早行
1538,1580,君看石芒砀，掩泪悲千古。,247,李白,1491,丁督护歌
1539,1581,望章台路杳，金鞍游荡，有盈盈泪。,245,章楶,65200,水龙吟·燕忙莺懒芳残
1540,1582,梯横画阁黄昏后，又还是、斜月帘栊。,587,张先,48441,一丛花令·伤高怀远几时穷
1541,1583,好去不须频下泪，老僧相伴有烟霞。,212,金地藏,43025,送童子下山
1542,1584,万里伤心严谴日，百年垂死中兴时。,474,杜甫,10865,送郑十八虔贬台州司户伤其临老陷贼之故阙为面别情见于诗
1543,1585,低头独长叹，此叹无人喻。,665,白居易,21237,买花 / 牡丹
1544,1586,但恨处非位，怆悢使心伤。,698,阮籍,71638,咏怀八十二首·其七十九
1545,1587,客里看春多草草，总被诗愁分了。,53,张炎,64382,清平乐·采芳人杳
1546,1588,衰柳寒蝉一片愁，谁肯教白衣送酒？,191,卢挚,71349,沉醉东风·重九
1547,1589,天上星河转，人间帘幕垂。凉生枕簟泪痕滋。,536,李清照,52790,南歌子·天上星河转
1548,1590,才道莫伤神，青衫湿一痕。,188,纳兰性德,71468,菩萨蛮·新寒中酒敲窗雨
1549,1591,却忆安石风流，东山岁晚，泪落哀筝曲。,217,辛弃疾,57544,念奴娇·登建康赏心亭呈史致道留守
1550,1592,独上小搂春欲暮，愁望玉关芳草路。,622,韦庄,71375,木兰花·独上小楼春欲暮
1551,1593,翠蛾轻敛意沉吟，沾襟，无人知此心。,455,孙光宪,71700,河传·花落
1552,1594,深宫桃李无人问，旧爱玉颜今自恨。,600,元好问,71511,玉楼春·惊沙猎猎风成阵
1553,1595,砧面莹，杵声齐。捣就征衣泪墨题。,399,贺铸,50447,杵声齐·砧面莹
1554,1596,岁华向晚愁思，谁念玉关人老？,300,蔡挺,71393,喜迁莺·霜天秋晓
1555,1597,寒禽与衰草，处处伴愁颜。,750,司空曙,15468,贼平后送人北归
1556,1598,不语含嚬深浦里，几回愁煞棹船郎，燕归帆尽水茫茫。,342,薛昭蕴,71063,浣溪沙·红蓼渡头秋正雨
1557,1599,断肠何必更残阳，极目伤平楚。,141,廖世美,64708,烛影摇红·题安陆浮云楼
1558,1600,草木虽无情，因依尚可生。,247,李白,7804,树中草
1559,1601,江亭暇日堪高会，醉讽离骚不解愁。,716,边贡,71343,午日观竞渡
1560,1602,形影忽不见，翩翩伤我心。,322,曹植,71501,杂诗七首·其一
1561,1603,酒醒人静奈愁浓。残灯孤枕梦，轻浪五更风。,19,徐昌图,47419,临江仙·饮散离亭西去
1562,1604,催成清泪，惊残孤梦，又拣深枝飞去。,272,陆游,56079,鹊桥仙·夜闻杜鹃
1563,1605,孤芳一世，供断有情愁，消瘦损，东阳也，试问花知否？,537,曹组,71087,蓦山溪·梅
1564,1606,无言暗将红泪弹。阑珊，香销轻梦还。,188,纳兰性德,70764,河传·春浅
1565,1607,便做无情，莫也愁人苦。,220,朱淑真,55203,蝶恋花·送春
1566,1608,去意徊徨，别语愁难听。,164,周邦彦,51033,蝶恋花·早行
1567,1609,不道愁人不喜听。空阶滴到明。,40,万俟咏,64634,长相思·雨
1568,1610,杜诗韩笔愁来读，似倩麻姑痒处搔。,211,杜牧,27579,读韩杜集
1569,1611,伤情燕足留红线，恼人鸾影闲团扇。,394,张可久,72377,塞鸿秋·春情
1570,1612,忙日苦多闲日少，新愁常续旧愁生。,272,陆游,55981,浣溪沙·和无咎韵
1571,1613,万顷风涛不记苏。雪晴江上麦千车。但令人饱我愁无。,183,苏轼,49579,浣溪沙·万顷风涛不记苏
1572,1614,一任紫玉无情，夜寒吹裂。,188,纳兰性德,71832,琵琶仙·中秋
1573,1615,绿鬓能供多少恨，未肯无情比断弦。,588,晏几道,49285,破阵子·柳下笙歌庭院
1574,1616,争奈愁来，一日却为长。,399,贺铸,50488,行路难·缚虎手
1575,1617,握手一长叹，泪为生别滋。,460,苏武,71945,留别妻
1576,1618,却愁宴罢青娥散，扬子江头月半斜。,622,韦庄,38369,陪金陵府相中堂夜宴
1577,1619,叹息此人去，萧条徐泗空。,247,李白,8362,经下邳圯桥怀张子房
1578,1620,隐约遥峰，和泪谢娘眉妩。,729,史达祖,59814,绮罗香·咏春雨
1579,1621,白发书生神州泪，尽凄凉、不向牛山滴。,106,刘克庄,61142,贺新郎·九日
1580,1622,幅巾藜杖北城头，卷地西风满眼愁。,272,陆游,71409,秋晚登城北楼
1581,1623,无人收废帐，归马识残旗。,390,张籍,19954,没蕃故人
1582,1624,教人怎不伤情。觉几度、魂飞梦惊。,52,刘过,59142,柳梢青·送卢梅坡
1583,1625,无限伤心夕照中，故国凄凉，剩粉余红。,526,夏完淳,72112,一剪梅·咏柳
1584,1626,卷尽愁云，素娥临夜新梳洗。,670,吴文英,62284,点绛唇·试灯夜初晴
1585,1627,欲共柳花低诉，怕柳花轻薄，不解伤春。,558,黄孝迈,67089,湘春夜月·近清明
1586,1628,瞻彼洛城郭，微子为哀伤。,552,曹操,72434,薤露
1587,1629,千里万里，二月三月，行色苦愁人。,561,欧阳修,48955,少年游·栏干十二独凭春
1588,1630,伤心庾开府，老作北朝臣。,750,司空曙,15496,金陵怀古
1589,1631,沧海客归珠有泪，章台人去骨遗香。,596,宋祁,69067,落花
1590,1633,人散市声收，渐入愁时节。,106,刘克庄,61084,生查子·元夕戏陈敬叟
1591,1634,愁里高歌梁父吟，犹如金玉戛商音。,559,郑思肖,69148,二砺
1592,1635,云白山青万余里，愁看直北是长安。,474,杜甫,11593,小寒食舟中作
1593,1636,易得凋零，更多少无情风雨。,428,赵佶,72017,燕山亭·北行见杏花
1594,1637,江心云带蒲帆重，楼上风吹粉泪香。,663,严仁,66952,鹧鸪天·惜别
1595,1638,风淅淅，雨纤纤。难怪春愁细细添。,188,纳兰性德,71498,赤枣子·风淅淅
1596,1640,玉皇开碧落，银界失黄昏。,710,毛滂,51629,临江仙·都城元夕
1597,1641,无一语，对芳尊。安排肠断到黄昏。,125,秦观,71190,鹧鸪天·枝上流莺和泪闻
1598,1642,桃花洞，瑶台梦，一片春愁谁与共？,528,和凝,71634,天仙子·柳色披衫金缕凤
1599,1643,迢递路回清野，人语渐无闻，空带愁归。,164,周邦彦,51051,夜飞鹊·河桥送人处
1600,1644,有怅寒潮，无情残照，正是萧萧南浦。,312,柳如是,71570,金明池·咏寒柳
1601,1645,泪滴千千万万行，更使人、愁肠断。,462,乐婉,64874,卜算子·答施
1602,1646,麦浪翻晴风飐柳，已过伤春候。,188,纳兰性德,71513,四和香·麦浪翻晴风飐柳
1603,1647,扰扰马足车尘，被岁月无情，暗消年少。,600,元好问,72037,玉漏迟·咏杯
1604,1648,佳辰强饮食犹寒，隐几萧条戴鹖冠。,474,杜甫,11593,小寒食舟中作
1605,1649,微晕娇花湿欲流，簟纹灯影一生愁。,188,纳兰性德,71612,浣溪沙·咏五更和湘真韵
1606,1650,柳叶随歌皱，梨花与泪倾。,268,黄庭坚,50020,南歌子·槐绿低窗暗
1607,1651,仗酒祓清愁，花销英气。,30,姜夔,59374,翠楼吟·淳熙丙午冬
1608,1652,待约个梅魂，黄昏月淡，与伊深怜低语。,312,柳如是,71570,金明池·咏寒柳
1609,1653,暗教愁损兰成，可怜夜夜关情。,53,张炎,64278,清平乐·候蛩凄断
1610,1654,春去秋来也，愁心似醉醺。,175,欧阳炯,71378,巫山一段云·春去秋来也
1611,1655,花不语，水空流。年年拚得为花愁。,588,晏几道,49139,鹧鸪天·守得莲开结伴游
1612,1656,如今但暮雨，蜂愁蝶恨，小窗闲对芭蕉展。,241,吕渭老,53732,薄幸·青楼春晚
1613,1657,午窗睡起莺声巧，何处唤春愁？,220,朱淑真,55199,眼儿媚·迟迟春日弄轻柔
1614,1658,可堪更近乾龙节。眼中泪尽空啼血。,412,向子諲,52988,秦楼月·芳菲歇
1615,1659,近来何处有吾愁，何处还知吾乐。,217,辛弃疾,57547,念奴娇·赋雨岩
1616,1660,杏花无处避春愁，也傍野烟发。,483,韩元吉,55179,好事近·汴京赐宴闻教坊乐有感
1617,1661,寻河愁地尽，过碛觉天低。,113,岑参,9381,碛西头送李判官入京
1618,1662,粉黛暗愁金带枕，鸳鸯空绕画罗衣，那堪辜负不思归！,496,顾敻,71507,浣溪沙·云淡风高叶乱飞
1619,1663,淮水悠悠。万顷烟波万顷愁。,2918,淮上女,67087,减字木兰花·淮山隐隐
1620,1664,阑干风冷雪漫漫，惆怅无人把钓竿。,30,姜夔,71476,钓雪亭
1621,1665,翠葆参差竹径成。新荷跳雨泪珠倾。曲阑斜转小池亭。,164,周邦彦,50975,浣沙溪·翠葆参差竹径成
1622,1666,眉尖早识愁滋味，娇羞未解论心事。,439,黄公度,54800,菩萨蛮·眉尖早识愁滋味
1623,1667,自笑好山如好色，只今怀树更怀人。闲愁闲恨一番新。,217,辛弃疾,57835,浣溪沙·偕叔高子似宿山寺戏作
1624,1668,愁损翠黛双蛾，日日画阑独凭。,729,史达祖,59815,双双燕·咏燕
1625,1669,几日喜春晴，几夜愁春雨。,287,高观国,60006,卜算子·泛西湖坐间寅斋同赋
1626,1670,念归林叶换，愁坐露华生。,691,张九龄,2845,西江夜行
1627,1671,丹桂不知摇落恨，素娥应信别离愁。,228,王琪,65123,望江南·江南月
1628,1672,明妃留在两眉愁，万古春山颦不尽。,600,元好问,71511,玉楼春·惊沙猎猎风成阵
1629,1673,伤心千古，秦淮一片明月！,545,萨都剌,72111,念奴娇·登石头城次东坡韵
1630,1674,胡人吹笛戍楼间，楼上萧条海月闲。,227,高适,10347,和王七玉门关听吹笛 / 塞上闻笛
1631,1675,怕歌愁舞懒逢迎。妆晚托春酲。,272,陆游,56016,朝中措·代谭德称作
1632,1676,倦游京洛风尘，夜来病酒无人问。,62,晁端礼,50063,水龙吟·咏月
1633,1677,落日无人松径里，鬼火高低明灭。,545,萨都剌,72111,念奴娇·登石头城次东坡韵
1634,1678,回首天涯归梦，几魂飞西浦，泪洒东州。,517,周密,63610,一萼红·登蓬莱阁有感
1635,1679,绛蜡等闲陪泪，吴蚕到了缠绵。,588,晏几道,49285,破阵子·柳下笙歌庭院
1636,1680,恩疏宠不及，桃李伤春风。,247,李白,7767,上之回
1637,1681,弹泪别东风，把酒浇飞絮：化了浮萍也是愁，莫向天涯去！,42,蒋春霖,70799,卜算子·燕子不曾来
1638,1682,义胆包天，忠肝盖地，四海无人识。,195,施耐庵,64767,念奴娇·天南地北
1639,1683,想得此时情切，泪沾红袖黦。,622,韦庄,71954,应天长·别来半岁音书绝
1640,1684,凤凋碧柳愁眉淡，露染黄花笑靥深。,588,晏几道,49152,鹧鸪天·九日悲秋不到心
1641,1685,发短愁催白，颜衰酒借红。,100,陈师道,71791,除夜对酒赠少章
1642,1686,渐红湿杏泥，愁燕无语。,670,吴文英,62238,扫花游·西湖寒食
1643,1687,花渐凋疏不耐风，画帘垂地晚重工，堕阶萦藓舞愁红。,455,孙光宪,71527,浣溪沙·花渐凋疏不耐风
1644,1688,客愁全为减，舍此复何之？,474,杜甫,10985,后游
1645,1689,风急桃花也似愁，点点飞红雨。,0,,64843,楚天遥过清江引·有意送春归
1646,1690,争奈醒来，愁恨又依然。,220,朱淑真,55197,江城子·赏春
1647,1691,这次第，算人间没个并刀，剪断心上愁痕。,558,黄孝迈,67089,湘春夜月·近清明
1648,1692,别浦今朝暗，罗帷午夜愁。,349,李贺,20278,七夕
1649,1693,深院锁黄昏，阵阵芭蕉雨。,561,欧阳修,48750,生查子·含羞整翠鬟
1650,1694,正江令恨别，庾信愁赋。,329,刘辰翁,63314,兰陵王·丙子送春
1651,1695,去年米贵阙军食，今年米贱大伤农。,474,杜甫,10766,岁晏行
1652,1696,千娇面、盈盈伫立，无言有泪，断肠争忍回顾。,535,柳永,48258,采莲令·月华收
1653,1697,明日近长安，客心愁未阑。,188,纳兰性德,71433,菩萨蛮·白日惊飚冬已半
1654,1698,冰合大河流，茫茫一片愁。,188,纳兰性德,71433,菩萨蛮·白日惊飚冬已半
1655,1699,轻衫未揽，犹将泪点偷藏。,729,史达祖,59866,夜合花·柳锁莺魂
1656,1700,江南江北愁思，分付酒螺红。,478,方岳,61971,水调歌头·平山堂用东坡韵
1657,1701,拟把伤离情绪，待晓寒重说。,188,纳兰性德,71503,好事近·帘外五更风
1658,1702,无半点闲愁去处，问三生醉梦何如。,37,乔吉,71823,折桂令·七夕赠歌者
1659,1703,只愁飞诏下青冥。不应霜塞晚，横槊看诗成。,87,周紫芝,52640,临江仙·送光州曾使君
1660,1704,闲倚博山长叹，泪流沾皓腕。,622,韦庄,71373,归国遥·春欲晚
1661,1705,歌里千重意，才欲歌时泪已流，恨应更、多于泪。,642,杜安世,49024,卜算子·樽前一曲歌
1662,1706,雁过斜阳，草迷烟渚。如今已是愁无数。,87,周紫芝,52635,踏莎行·情似游丝
1663,1707,午醉未醒红日晚，黄昏帘幕无人卷。,183,苏轼,49673,蝶恋花·蝶懒莺慵春过半
1664,1708,对山河百二，泪痕沾血。,1341,王清惠,68540,满江红·题南京夷山驿
1665,1709,但愁敲桂棹，悲吟梁父，泪流如雨。,723,朱敦儒,52280,水龙吟·放船千里凌波去
1666,1710,击楫中流，曾记泪沾裳。,201,李好古,61429,江城子·平沙浅草接天长
1667,1711,萧条清万里，瀚海寂无波。,247,李白,7782,塞上曲
1668,1712,寂寞尊前席上，唯愁海角天涯。,536,李清照,52791,转调满庭芳·芳草池塘
1669,1713,一笛当楼，谢娘悬泪立风前。,729,史达祖,59893,玉蝴蝶·晚雨未摧宫树
1670,1714,镇日无心扫黛眉。临行愁见理征衣。,168,夏竦,65072,鹧鸪天·镇日无心扫黛眉
1671,1715,愁中看、好天良夜，知道尽成悲咽。,188,纳兰性德,71832,琵琶仙·中秋
1672,1716,借钱塘潮汐，为君洗尽，岳将军泪！,301,陈德武,71666,水龙吟·西湖怀古
1673,1717,似醉烟景凝，如愁月露泫。,74,崔护,19152,五月水边柳
1674,1719,倚竹不胜愁，暗想江头归路。,159,王之道,72021,如梦令·一晌凝情无语
1675,1720,曲终人醉。多似浔阳江上泪。,723,朱敦儒,52424,减字木兰花·刘郎已老
1676,1721,关河底事空留客？岁月无情不贷人。,654,于谦,71865,立春日感怀
1677,1722,无端和泪拭胭脂，惹教双翅垂。,688,张泌,47387,蝴蝶儿·蝴蝶儿
1678,1723,湘泪浅深滋竹色，楚歌重叠怨兰丛。,204,李商隐,28587,潭州
1679,1724,总是向人深处，当时枉道无情。,272,陆游,56016,朝中措·代谭德称作
1680,1725,一片闲愁，想丹青难貌。,535,柳永,48211,尾犯·夜雨滴空阶
1681,1726,雍雍新雁咽寒声，愁恨年年长相似。,269,李煜,71432,谢新恩·冉冉秋光留不住
1682,1727,又是羊车过也，月明花落黄昏。,679,黄升,67389,清平乐·宫怨
1683,1728,忍泪不能歌，试托哀弦语。,588,晏几道,49158,生查子·坠雨已辞云
1684,1729,沉忧能伤人，绿鬓成霜蓬。,247,李白,7779,怨歌行
1685,1730,江南自是离愁苦，况游骢古道，归雁平沙。,421,王沂孙,63827,高阳台·和周草窗寄越中诸友韵
1686,1731,饮酒莫辞醉，醉多适不愁。,227,高适,10284,淇上送韦司仓往滑台
1687,1732,秋来愁更深，黛拂双蛾浅。,711,杨无咎,54217,生查子·秋来愁更深
1688,1733,枕前何事最伤情？梧桐叶上，点点露珠零。,132,尹鹗,72004,临江仙·深秋寒夜银河静
1689,1734,江燕话归成晓别，水花红减似春休。西风梧井叶先愁。,670,吴文英,62277,浣溪沙·波面铜花冷不收
1690,1735,肌玉暗消衣带缓，泪珠斜透花钿侧。,173,文天祥,68387,满江红·和王夫人满江红韵以庶几後山妾薄命之意
1691,1736,已觉逝川伤别念，复看津树隐离舟。,289,王勃,3220,秋江送别二首
1692,1737,无作牛山悲，恻怆泪沾臆。,247,李白,7774,君子有所思行
1693,1738,渐老多忧百事忙，天寒日短更心伤。,655,李觏,71398,秋晚悲怀
1694,1739,明朝事与孤烟冷，做满湖、风雨愁人。,670,吴文英,62186,渡江云三犯·西湖清明
1695,1740,舒卷江山图画，应答龙鱼悲啸，不暇顾诗愁。,101,杨炎正,58988,水调歌头·登多景楼
1696,1741,使君宏放，谈笑洗尽古今愁。,272,陆游,55984,水调歌头·多景楼
1697,1742,不如归去下帘钩。心儿小，难着许多愁。,59,吴淑姬,64860,小重山·春愁
1698,1743,岁月无多人易老，乾坤虽大愁难著。,72,吴潜,61493,满江红·豫章滕王阁
1699,1744,佳人相对泣，泪下罗衣湿。,873,李师中,65161,菩萨蛮·子规啼破城楼月
1700,1745,谩道愁须殢酒，酒未醒、愁已先回。,125,秦观,50237,满庭芳·碧水惊秋
1701,1746,坐愁群芳歇，白露凋华滋。,247,李白,7821,秋思
1702,1747,柳锁莺魂，花翻蝶梦，自知愁染潘郎。,729,史达祖,59866,夜合花·柳锁莺魂
1703,1748,多少新亭挥泪客，谁梦中原块土。,106,刘克庄,61135,贺新郎·送陈真州子华
1704,1749,最伤情、送客咸阳，佩结西风怨。,670,吴文英,62184,琐窗寒·玉兰
1705,1750,秋草六朝寒，花雨空坛。更无人处一凭阑。,637,朱彝尊,70733,卖花声·雨花台
1706,1751,湘波如泪色漻漻，楚厉迷魂逐恨遥。,204,李商隐,28813,楚宫
1707,1752,偷弹清泪寄烟波，见江头故人，为言憔悴如许。,296,袁去华,71450,剑器近·夜来雨
1708,1753,豪华尽成春梦，留下古今愁。,202,康与之,68997,诉衷情令·长安怀古
1709,1754,池上凭阑愁无侣。奈此个、单栖情绪。,535,柳永,48216,甘草子·秋暮
1710,1755,万里妾心愁更苦，十春和泪看婵娟。,0,,68534,望江南·燕塞雪
1711,1756,客醉倚河桥，清光愁玉箫。,287,高观国,59949,菩萨蛮·何须急管吹云暝
1712,1757,春衫著破谁针线。点点行行泪痕满。,138,黄公绍,71092,青玉案·年年社日停针线
1713,1758,芳草断烟南浦路，和别泪，看青山。,220,朱淑真,55197,江城子·赏春
1714,1759,那堪疏雨滴黄昏。更特地、忆王孙。,561,欧阳修,48955,少年游·栏干十二独凭春
1715,1760,才过斜阳，又是黄昏雨。,588,晏几道,49131,蝶恋花·笑艳秋莲生绿浦
1716,1761,雁足无书古塞幽。一程烟草一程愁。,729,史达祖,59917,鹧鸪天·卫县道中有怀其人
1717,1762,此际闲愁郎不共，月移窗罅春寒重。,599,王士祯,70746,蝶恋花·和漱玉词
1718,1763,满腹诗书漫古今，频年流落易伤心。,116,宇文虚中,71667,在金日作·选二
1719,1764,争教清泪不成冰？好处便轻别。,188,纳兰性德,71503,好事近·帘外五更风
1720,1765,朝落暮开空自许。竟无人解知心苦。,588,晏几道,49131,蝶恋花·笑艳秋莲生绿浦
1721,1766,寒食时看郭外春，野人无处不伤神。,0,,71803,寒食诗
1722,1767,不系雕鞍门前柳，玉容寂寞见花羞，冷风儿吹雨黄昏后。,37,乔吉,71971,春闺怨·不系雕鞍门前柳
1723,1768,佳期大堤下，泪向南云满。,247,李白,7785,大堤曲
1724,1769,飞鸿过也。万结愁肠无昼夜。,623,蒋氏女,64772,减字木兰花·题雄州驿
1725,1770,但凭阑无语，烟花三月春愁。,0,,67007,扬州慢·琼花
1726,1771,千年忠义气，日星光。离骚读罢总堪伤。,658,舒頔,71818,小重山·端午
1727,1772,玉屏风冷愁人。醉烂漫、梅花翠云。,670,吴文英,62440,柳梢青·与龟翁登研意观雪怀癸卯岁腊朝断桥并马之游
1728,1773,不尽眼中青，是愁来时节。,120,张元干,53513,石州慢·寒水依痕
1729,1774,唯有闲愁将不去，依旧住，伴人直到黄昏雨。,65,段克己,72039,渔家傲·诗句一春浑漫与
1730,1775,秋寂寞。秋风夜雨伤离索。,156,孙道绚,64953,忆秦娥·季温老友归樵阳人来闲书因以为寄
1731,1776,试上铜台歌舞处，惟有秋风愁杀人。,149,张说,4308,邺都引
1732,1777,草绿裙腰山染黛，闲恨闲愁侬不解。,666,文廷式,70816,天仙子·草绿裙腰山染黛
1733,1778,道人憔悴春窗底。闷损阑干愁不倚。,536,李清照,52787,玉楼春·红酥肯放琼苞碎
1734,1779,万里烟尘。回首中原泪满巾。,723,朱敦儒,52448,采桑子·彭浪矶
1735,1780,送客自伤身易老，不知何处待先生。,826,刘沧,32110,赠道者
1736,1781,伤心莫语，记那日旗亭，水嬉散尽，中酒阻风去。,188,纳兰性德,71443,摸鱼儿·午日雨眺
1737,1782,自昔佳人多薄命，对古来、一片伤心月。,217,辛弃疾,57632,贺新郎·用前韵送杜叔高
1738,1783,更倾寒食泪，欲涨冶城潮。,405,王安石,71812,壬辰寒食
1739,1784,月色穿帘风入竹，倚屏双黛愁时。,496,顾敻,71515,临江仙·月色穿帘风入竹
1740,1785,愁绝行人天易暮，行向鹧鸪声里住。,188,纳兰性德,71910,菊花新·用韵送张见阳令江华
1741,1786,山亭水榭秋方半。凤帏寂寞无人伴。,220,朱淑真,55206,菩萨蛮·山亭水榭秋方半
1742,1787,阁道步行月，美人愁烟空。,247,李白,7767,上之回
1743,1788,徙倚霜风里，落日伴人愁。,296,袁去华,55618,水调歌头·定王台
1744,1789,独树沙边人迹稀，欲行愁远暮钟时。,564,韦应物,8724,赋得沙际路送从叔象
1745,1790,莫道伤高恨远，付与临风笛。,588,晏几道,49256,六么令·雪残风信
1746,1791,使君怜小阮，应念倚门愁。,760,李嘉祐,9947,送王牧往吉州谒王使君叔
1747,1792,参军春思乱如云，白发题诗愁送春。,561,欧阳修,72395,春日西湖寄谢法曹韵
1748,1793,阑干倚遍重来凭。泪粉偷将红袖印。,561,欧阳修,48807,玉楼春·去时梅萼初凝粉
1749,1794,泪眼不曾晴，眉黛愁还聚。,735,游次公,66088,卜算子·风雨送人来
1750,1795,十年花骨东风泪，几点螺香素壁尘。,729,史达祖,59916,鹧鸪天·搭柳栏干倚伫频
1751,1796,西望雷塘何处是？香魂零落使人愁，淡烟芳草旧迷楼。,599,王士祯,70745,浣溪沙·红桥
1752,1797,秋静见旄头，沙远席羁愁。,349,李贺,20465,塞下曲
1753,1798,草草兴亡休问，功名泪、欲盈掬。,468,黄机,60760,霜天晓角·仪真江上夜泊
1754,1799,宫粉雕痕，仙云堕影，无人野水荒湾。,670,吴文英,62411,高阳台·落梅
1755,1800,算翠屏应是，两眉馀恨倚黄昏。,605,孔夷,64477,南浦·旅怀
1756,1801,至今云雨带愁容，月斜江上，征棹动晨钟。,594,牛希济,72001,临江仙·峭壁参差十二峰
1757,1802,云鬟绿鬓罢梳结，愁如回飙乱白雪。,247,李白,7757,久别离
1758,1803,雨窗和泪摇湘管。意长笺短。,279,许棐,62151,后庭花·一春不识西湖面
1759,1804,为当时曾写榴裙，伤心红绡褪萼。,670,吴文英,62321,澡兰香·淮安重午
1760,1805,王母欢阑琼宴罢，仙人泪满金盘侧。,173,文天祥,68388,满江红·代王夫人作
1761,1806,日永如年愁难度。高城回首，暮云遮尽，目断人何处？,761,惠洪,64561,青玉案·丝槐烟柳长亭路
1762,1807,行人怅望王孙去，买断金钗十二愁。,718,俞紫芝,71536,咏草
1763,1808,中州遗恨，不知今夜几人愁。,217,辛弃疾,58126,水调歌头·和马叔度游月波楼
1764,1809,嗟险阻，叹飘零。关山万里作雄行。,381,秋瑾,72119,鹧鸪天·祖国沉沦感不禁
1765,1810,十年愁眼泪巴巴。今日思家。明日思家。,557,汪元量,63751,一剪梅·怀旧
1766,1811,荒烟凉雨助人悲，泪染衣襟不自知。,405,王安石,71889,送和甫至龙安微雨
1767,1812,日边消息空沈沈。画眉楼上愁登临。,430,郑文妻,68719,忆秦娥·花深深
1768,1813,孤客伤逝湍，徒旅苦奔峭。,758,谢灵运,48081,七里濑
1769,1814,蜡泪恼东风，旧垒眠新燕。,188,纳兰性德,71380,生查子·鞭影落春堤
1770,1815,碧窗斜月蔼深晖，愁听寒螀泪湿衣。,348,张仲素,71410,秋闺思二首
1771,1817,晚霁江天好，分明愁杀人。,248,宋之问,3070,始安秋日
1772,1818,马上离魂衣上泪。各自个、供憔悴。,486,程垓,58243,酷相思·月挂霜林寒欲坠
1773,1819,黄花本是无情物，也共先生晚节香。,654,于谦,72131,过菊江亭
1774,1820,记得旧时，探梅时节。老来旧事无人说。,644,吕本中,52896,踏莎行·雪似梅花
1775,1821,那里有闹红尘香车宝马？祗不过送黄昏古木寒鸦。,519,王磐,71793,古蟾宫·元宵
1776,1822,绣帏人念远，暗垂珠泪，泣送征轮。,123,韩缜,65181,凤箫吟·锁离愁
1777,1823,中年亲友难别，丝竹缓离愁。,183,苏轼,49385,水调歌头·安石在东海
1778,1824,秋至捣罗纨，泪满未能开。,509,江淹,71416,悼室人
1779,1825,儿女此情同。往事朦胧。湘娥竹上泪痕浓。,217,辛弃疾,57726,浪淘沙·赋虞美人草
1780,1826,愁凝处，渺渺残照红敛。,670,吴文英,62227,宴清都·秋感
1781,1827,只匆匆眺远，早觉闲愁挂乔木。,729,史达祖,59890,八归·秋江带雨
1782,1828,岳王祠畔，杨柳烟锁古今愁。,126,戴复古,66604,水调歌头·题李季允侍郎鄂州吞云楼
1783,1829,见说新愁，如今也到鸥边。,53,张炎,64144,高阳台·西湖春感
1784,1830,同为懒慢园林客，共对萧条雨雪天。,665,白居易,23850,雪夜小饮赠梦得
1785,1831,歌声未尽处，先泪零。,164,周邦彦,51028,绮寮怨·上马人扶残醉
1786,1832,燕子归来依旧忙。忆君王。月破黄昏人断肠。,767,谢克家,64574,忆君王·依依宫柳拂宫墙
1787,1833,共说春来春去事，多时。一点愁心入翠眉。,588,晏几道,49170,南乡子·花落未须悲
1788,1834,愁望春归，春到更无绪。,666,文廷式,70815,祝英台近·剪鲛绡
1789,1835,老景萧条，送君归去添凄断。,710,毛滂,51569,烛影摇红·送会宗
1790,1836,谁怜旅愁荏苒。谩长门夜悄，锦筝弹怨。,53,张炎,64172,解连环·孤雁
1791,1837,晚鸦飞去，一枝花影送黄昏。,526,夏完淳,70707,婆罗门引·春尽夜
1792,1838,曲径穿花寻蛱蝶，虚阑傍日教鹦鹉。,294,岳珂,71191,满江红·小院深深
1793,1839,罗袂从风轻举，愁杀采莲女！,254,毛文锡,47217,应天长·平江波暖鸳鸯语
1794,1840,尽无言、闲品秦筝，泪满参差雁。,241,吕渭老,53732,薄幸·青楼春晚
1795,1842,却愁拥髻向灯前，说不尽、离人话。,188,纳兰性德,71764,一络索·过尽遥山如画
1796,1844,天外凤凰谁得髓？无人解合续弦胶。,211,杜牧,27579,读韩杜集
